id,First_pokemon,Second_pokemon,Winner
9357,757,199,757
9358,53,235,235
9359,719,131,131
9360,18,68,68
9361,495,439,495
9362,700,468,700
9363,462,376,462
9364,316,76,316
9365,536,327,536
9366,753,719,719
9367,67,44,44
9368,705,546,705
9369,527,185,527
9370,694,673,694
9371,463,147,147
9372,35,242,242
9373,347,227,347
9374,433,448,448
9375,270,708,270
9376,524,488,524
9377,119,476,476
9378,608,22,608
9379,608,510,608
9380,334,232,232
9381,413,87,413
9382,716,620,716
9383,601,527,527
9384,201,699,201
9385,56,706,56
9386,684,387,387
9387,64,761,64
9388,1,302,1
9389,777,523,777
9390,221,256,221
9391,283,36,283
9392,44,278,44
9393,432,614,432
9394,761,470,470
9395,377,603,603
9396,44,248,44
9397,115,286,115
9398,210,664,664
9399,477,702,477
9400,393,536,536
9401,229,726,726
9402,751,598,598
9403,154,799,154
9404,10,598,598
9405,393,544,544
9406,650,495,495
9407,291,490,490
9408,600,440,600
9409,116,533,533
9410,400,658,658
9411,466,502,466
9412,613,342,613
9413,68,794,794
9414,720,182,720
9415,6,719,6
9416,216,647,647
9417,162,537,537
9418,454,532,532
9419,136,666,136
9420,199,154,154
9421,774,134,134
9422,600,129,600
9423,157,554,554
9424,223,641,223
9425,522,736,522
9426,485,378,378
9427,384,142,142
9428,320,631,631
9429,368,598,368
9430,737,313,737
9431,203,672,672
9432,722,590,590
9433,224,380,380
9434,567,439,567
9435,714,345,714
9436,107,798,798
9437,193,474,193
9438,27,355,27
9439,540,165,165
9440,708,30,708
9441,69,368,368
9442,366,693,366
9443,595,337,337
9444,213,56,56
9445,686,446,446
9446,330,749,330
9447,225,665,665
9448,607,520,520
9449,506,791,791
9450,162,439,162
9451,363,37,37
9452,302,433,433
9453,756,768,756
9454,64,319,64
9455,225,439,439
9456,721,212,212
9457,600,481,481
9458,653,178,178
9459,80,38,80
9460,127,154,154
9461,500,241,241
9462,365,399,365
9463,93,438,438
9464,550,615,550
9465,724,690,724
9466,628,533,533
9467,654,371,371
9468,229,515,229
9469,206,32,32
9470,237,571,571
9471,746,374,746
9472,153,195,153
9473,671,9,9
9474,797,583,583
9475,783,672,672
9476,439,48,48
9477,791,85,85
9478,434,660,434
9479,533,754,533
9480,417,780,780
9481,280,455,280
9482,70,188,70
9483,258,686,258
9484,67,358,67
9485,348,580,580
9486,601,591,591
9487,212,92,212
9488,284,650,284
9489,119,545,545
9490,89,470,89
9491,38,62,62
9492,563,762,563
9493,701,523,701
9494,637,253,253
9495,511,774,511
9496,195,121,121
9497,214,700,700
9498,395,344,344
9499,461,422,422
9500,278,530,278
9501,72,551,72
9502,460,568,568
9503,682,470,682
9504,426,311,426
9505,792,498,792
9506,21,384,384
9507,541,35,541
9508,673,550,550
9509,606,590,590
9510,692,92,692
9511,172,299,172
9512,169,636,169
9513,694,766,766
9514,799,187,799
9515,725,645,725
9516,4,73,4
9517,223,656,223
9518,216,3,216
9519,3,636,3
9520,182,499,499
9521,27,105,27
9522,484,2,484
9523,48,280,280
9524,688,238,688
9525,91,279,279
9526,639,785,785
9527,109,792,792
9528,597,386,597
9529,741,244,244
9530,301,743,301
9531,266,784,784
9532,529,275,275
9533,64,286,286
9534,209,389,209
9535,23,194,23
9536,798,597,798
9537,224,418,418
9538,469,13,469
9539,446,680,446
9540,245,597,245
9541,539,475,475
9542,764,463,463
9543,133,226,133
9544,72,106,72
9545,595,719,595
9546,230,774,230
9547,168,705,705
9548,223,284,223
9549,683,172,172
9550,414,747,414
9551,800,684,800
9552,163,620,163
9553,121,226,121
9554,152,686,686
9555,678,372,372
9556,716,742,716
9557,565,1,565
9558,266,652,266
9559,482,797,797
9560,600,350,350
9561,582,792,792
9562,540,95,540
9563,60,354,60
9564,647,8,8
9565,271,729,271
9566,377,586,377
9567,621,504,504
9568,744,526,526
9569,344,527,344
9570,743,658,658
9571,679,81,679
9572,339,406,339
9573,157,796,157
9574,785,205,205
9575,350,581,350
9576,420,793,793
9577,597,342,342
9578,635,720,635
9579,736,626,626
9580,711,240,711
9581,340,417,340
9582,726,366,726
9583,329,97,97
9584,693,773,773
9585,572,794,572
9586,218,703,703
9587,231,210,210
9588,554,650,554
9589,780,679,780
9590,205,309,205
9591,645,40,40
9592,102,566,566
9593,327,661,661
9594,773,681,773
9595,603,422,603
9596,131,663,131
9597,20,241,20
9598,777,516,777
9599,625,31,31
9600,794,412,794
9601,300,148,300
9602,493,797,797
9603,174,734,174
9604,134,640,134
9605,261,482,261
9606,636,117,117
9607,182,773,773
9608,404,505,505
9609,53,531,531
9610,250,675,250
9611,310,83,83
9612,565,38,565
9613,80,773,773
9614,605,149,605
9615,431,499,499
9616,440,43,43
9617,1,684,1
9618,456,93,93
9619,298,28,28
9620,360,415,415
9621,438,136,438
9622,616,726,726
9623,356,21,356
9624,680,483,680
9625,774,753,774
9626,4,481,481
9627,501,732,501
9628,318,356,318
9629,706,696,706
9630,473,224,473
9631,130,561,130
9632,229,628,628
9633,56,273,56
9634,173,177,177
9635,511,725,725
9636,241,721,721
9637,205,557,557
9638,487,625,625
9639,122,266,122
9640,646,670,646
9641,682,643,682
9642,51,54,51
9643,710,566,710
9644,488,780,488
9645,580,610,610
9646,220,343,343
9647,247,145,247
9648,411,482,482
9649,476,678,476
9650,798,458,458
9651,648,435,648
9652,24,403,24
9653,505,368,368
9654,68,216,216
9655,521,304,521
9656,292,335,335
9657,448,207,448
9658,18,530,530
9659,774,228,228
9660,569,41,569
9661,549,744,549
9662,257,547,547
9663,272,264,264
9664,696,481,481
9665,487,390,390
9666,799,91,799
9667,369,404,369
9668,778,598,778
9669,515,81,515
9670,413,794,794
9671,497,442,442
9672,757,27,27
9673,571,766,766
9674,302,420,420
9675,165,682,165
9676,649,645,649
9677,634,372,634
9678,248,634,248
9679,278,733,278
9680,485,112,112
9681,432,321,432
9682,447,702,702
9683,760,734,760
9684,232,277,232
9685,283,414,414
9686,623,157,623
9687,546,361,546
9688,736,578,736
9689,311,734,311
9690,516,703,703
9691,285,416,416
9692,58,622,58
9693,79,213,79
9694,288,699,699
9695,391,64,64
9696,63,13,63
9697,18,636,636
9698,763,291,291
9699,498,729,498
9700,89,657,657
9701,74,625,625
9702,146,258,258
9703,251,378,251
9704,220,489,220
9705,438,472,472
9706,499,88,499
9707,314,97,314
9708,279,130,130
9709,445,169,169
9710,772,753,772
9711,603,71,71
9712,316,320,316
9713,576,773,773
9714,293,770,293
9715,390,410,410
9716,758,472,472
9717,277,504,504
9718,359,536,536
9719,386,222,222
9720,340,286,340
9721,503,186,503
9722,105,727,727
9723,512,381,381
9724,64,485,64
9725,37,583,583
9726,596,123,596
9727,732,2,732
9728,26,432,432
9729,178,37,178
9730,18,272,272
9731,606,512,606
9732,676,692,692
9733,207,158,158
9734,568,350,350
9735,653,447,653
9736,260,531,531
9737,77,570,570
9738,99,639,99
9739,610,222,610
9740,610,676,610
9741,207,493,493
9742,103,306,103
9743,632,549,549
9744,234,169,234
9745,437,213,437
9746,240,306,306
9747,137,391,137
9748,637,68,68
9749,760,248,248
9750,121,741,741
9751,152,444,444
9752,409,478,478
9753,734,50,50
9754,254,142,254
9755,532,789,789
9756,627,421,421
9757,607,76,76
9758,448,336,336
9759,357,742,742
9760,490,441,490
9761,10,682,682
9762,161,83,161
9763,98,385,385
9764,138,217,138
9765,124,416,124
9766,582,258,582
9767,534,137,534
9768,320,777,777
9769,160,788,788
9770,384,534,534
9771,207,188,207
9772,54,358,358
9773,730,484,484
9774,168,47,168
9775,391,406,391
9776,648,606,606
9777,18,95,95
9778,632,60,632
9779,747,241,747
9780,117,42,42
9781,458,27,27
9782,386,494,494
9783,444,610,444
9784,464,625,464
9785,375,508,508
9786,18,446,446
9787,257,756,756
9788,143,136,136
9789,769,262,262
9790,794,785,794
9791,3,545,545
9792,9,713,9
9793,176,658,658
9794,405,230,230
9795,105,658,658
9796,524,283,524
9797,488,205,205
9798,569,273,273
9799,185,57,57
9800,364,1,364
9801,690,127,127
9802,775,271,271
9803,750,638,638
9804,409,215,409
9805,249,153,249
9806,686,213,213
9807,416,706,706
9808,278,615,278
9809,329,680,329
9810,55,400,55
9811,673,614,614
9812,621,738,621
9813,209,342,342
9814,237,420,420
9815,707,152,707
9816,598,336,336
9817,462,272,272
9818,197,207,197
9819,621,762,621
9820,124,136,136
9821,166,561,166
9822,123,438,438
9823,799,347,799
9824,472,619,472
9825,98,185,185
9826,363,597,597
9827,143,22,22
9828,694,775,694
9829,324,379,379
9830,191,5,5
9831,555,212,212
9832,415,394,394
9833,261,577,261
9834,596,113,596
9835,263,547,263
9836,40,665,40
9837,27,684,27
9838,173,76,173
9839,7,790,7
9840,450,662,450
9841,565,87,565
9842,287,26,26
9843,430,724,430
9844,371,21,371
9845,247,7,7
9846,412,71,71
9847,261,787,787
9848,601,644,644
9849,676,19,19
9850,345,457,457
9851,163,680,163
9852,229,562,229
9853,770,493,493
9854,5,70,70
9855,258,453,453
9856,724,573,724
9857,519,307,307
9858,388,126,388
9859,1,217,217
9860,387,522,522
9861,315,672,672
9862,352,354,352
9863,534,402,534
9864,672,777,777
9865,173,539,539
9866,470,156,470
9867,503,478,478
9868,725,89,725
9869,612,371,612
9870,366,787,366
9871,627,567,567
9872,155,8,155
9873,670,247,247
9874,582,382,382
9875,382,457,457
9876,72,431,72
9877,228,665,228
9878,552,494,552
9879,744,573,573
9880,48,198,48
9881,740,662,740
9882,204,205,205
9883,293,181,181
9884,470,249,249
9885,633,190,633
9886,246,757,246
9887,151,197,151
9888,356,85,85
9889,599,581,581
9890,110,307,110
9891,272,375,272
9892,22,312,22
9893,205,194,205
9894,207,489,489
9895,314,397,314
9896,474,61,61
9897,272,239,272
9898,197,191,197
9899,597,750,597
9900,218,275,275
9901,167,610,610
9902,260,338,260
9903,528,271,528
9904,605,382,605
9905,525,665,525
9906,347,134,134
9907,209,588,588
9908,220,19,19
9909,142,424,424
9910,449,528,528
9911,3,85,85
9912,580,80,80
9913,187,532,532
9914,113,642,642
9915,577,251,251
9916,692,531,531
9917,376,663,663
9918,739,677,677
9919,599,137,137
9920,611,390,611
9921,450,691,691
9922,391,417,391
9923,229,575,229
9924,616,140,616
9925,702,171,702
9926,202,505,505
9927,264,794,264
9928,223,469,469
9929,693,625,693
9930,798,110,110
9931,404,166,166
9932,35,387,387
9933,367,746,367
9934,422,6,422
9935,226,335,226
9936,29,532,532
9937,417,793,793
9938,361,428,428
9939,197,290,197
9940,418,649,418
9941,57,252,57
9942,38,424,424
9943,731,91,731
9944,502,526,526
9945,471,791,791
9946,332,371,371
9947,453,759,453
9948,68,500,68
9949,406,57,57
9950,529,512,529
9951,356,2,356
9952,458,415,415
9953,617,89,617
9954,742,482,742
9955,570,113,570
9956,203,217,203
9957,167,522,522
9958,590,93,93
9959,438,182,438
9960,590,254,590
9961,390,166,166
9962,505,746,505
9963,308,784,784
9964,783,439,783
9965,675,772,772
9966,478,10,478
9967,629,631,629
9968,692,587,692
9969,165,218,165
9970,275,30,275
9971,596,152,596
9972,308,105,308
9973,626,460,460
9974,250,59,59
9975,557,741,557
9976,604,742,742
9977,679,297,679
9978,723,530,723
9979,639,440,440
9980,239,206,206
9981,667,645,645
9982,99,257,257
9983,143,113,143
9984,332,399,332
9985,392,738,392
9986,333,541,541
9987,483,317,483
9988,494,283,494
9989,634,119,634
9990,790,670,790
9991,513,731,513
9992,608,306,608
9993,124,758,124
9994,416,535,535
9995,657,371,371
9996,83,679,83
9997,165,483,165
9998,346,210,346
9999,385,642,642
10000,582,604,582
10001,302,722,302
10002,130,109,109
10003,227,725,725
10004,293,682,682
10005,149,589,589
10006,551,276,276
10007,488,505,505
10008,363,534,534
10009,634,611,611
10010,524,207,524
10011,644,255,255
10012,70,254,70
10013,587,25,25
10014,578,434,434
10015,550,684,684
10016,715,617,715
10017,525,792,792
10018,71,337,71
10019,783,259,259
10020,494,528,528
10021,401,138,138
10022,794,278,794
10023,55,284,55
10024,786,57,57
10025,689,164,164
10026,702,409,702
10027,50,97,97
10028,771,372,372
10029,101,783,101
10030,205,523,205
10031,693,685,685
10032,438,729,438
10033,373,650,650
10034,310,336,336
10035,733,436,436
10036,97,654,654
10037,133,489,133
10038,592,563,563
10039,758,776,758
10040,407,765,765
10041,575,103,103
10042,288,524,288
10043,357,517,357
10044,261,652,261
10045,601,148,148
10046,303,573,303
10047,310,574,574
10048,582,210,582
10049,155,199,155
10050,53,271,271
10051,447,713,713
10052,614,455,614
10053,747,413,747
10054,318,509,509
10055,326,198,326
10056,194,450,450
10057,683,502,502
10058,482,398,398
10059,4,738,4
10060,269,491,269
10061,661,555,555
10062,65,173,65
10063,14,337,337
10064,573,453,453
10065,732,439,732
10066,415,323,415
10067,652,663,663
10068,388,72,388
10069,572,689,572
10070,316,283,316
10071,667,439,439
10072,148,719,148
10073,267,389,267
10074,278,254,254
10075,493,262,493
10076,384,44,44
10077,478,165,165
10078,64,148,148
10079,340,408,340
10080,692,93,93
10081,287,673,673
10082,248,141,248
10083,458,706,706
10084,784,537,537
10085,713,463,713
10086,539,605,539
10087,792,8,792
10088,674,400,674
10089,349,282,349
10090,152,609,152
10091,697,568,697
10092,403,151,151
10093,690,721,690
10094,118,392,392
10095,121,698,698
10096,612,389,612
10097,675,747,747
10098,531,22,531
10099,565,781,781
10100,717,725,717
10101,763,253,253
10102,448,365,448
10103,547,680,547
10104,73,205,205
10105,72,688,688
10106,548,185,548
10107,128,485,128
10108,411,249,249
10109,279,365,279
10110,176,647,647
10111,490,199,490
10112,728,114,728
10113,401,312,401
10114,523,774,523
10115,447,623,623
10116,660,402,660
10117,106,501,106
10118,157,530,157
10119,339,715,715
10120,333,733,333
10121,122,359,359
10122,475,402,475
10123,367,326,367
10124,318,277,277
10125,307,143,307
10126,632,22,22
10127,600,105,600
10128,768,722,768
10129,443,763,443
10130,323,586,586
10131,754,56,754
10132,334,770,770
10133,723,464,723
10134,749,756,756
10135,573,605,573
10136,257,449,257
10137,302,637,302
10138,321,558,558
10139,270,582,270
10140,520,534,534
10141,553,411,553
10142,460,579,579
10143,1,162,162
10144,726,731,726
10145,339,623,339
10146,691,205,205
10147,142,107,142
10148,567,217,567
10149,472,717,717
10150,577,345,345
10151,710,630,710
10152,328,254,254
10153,179,154,154
10154,582,347,582
10155,226,714,714
10156,710,165,165
10157,670,428,428
10158,579,193,193
10159,599,402,599
10160,474,517,474
10161,544,774,544
10162,583,749,749
10163,289,173,173
10164,783,523,523
10165,104,682,682
10166,30,138,138
10167,210,103,103
10168,194,289,194
10169,406,294,406
10170,444,177,444
10171,243,288,288
10172,263,521,263
10173,775,430,430
10174,488,196,488
10175,557,19,557
10176,277,737,737
10177,71,115,71
10178,394,443,394
10179,155,265,155
10180,765,49,765
10181,635,725,635
10182,158,64,158
10183,311,787,311
10184,249,14,249
10185,68,131,131
10186,557,11,557
10187,191,558,558
10188,63,800,63
10189,333,291,291
10190,729,633,633
10191,107,737,737
10192,583,730,583
10193,52,475,475
10194,142,587,142
10195,482,451,451
10196,658,28,658
10197,161,258,161
10198,623,350,350
10199,468,773,773
10200,756,259,259
10201,411,191,191
10202,530,654,654
10203,230,554,554
10204,582,418,418
10205,344,252,344
10206,202,13,13
10207,101,518,518
10208,548,142,142
10209,600,597,600
10210,216,657,216
10211,762,86,762
10212,244,601,244
10213,312,421,421
10214,83,779,83
10215,3,738,3
10216,375,549,549
10217,468,7,7
10218,754,660,754
10219,125,292,125
10220,736,730,736
10221,498,226,498
10222,600,597,600
10223,325,382,325
10224,255,722,255
10225,653,788,788
10226,543,759,543
10227,474,616,616
10228,298,631,631
10229,391,551,551
10230,424,742,424
10231,37,100,100
10232,544,45,544
10233,534,789,534
10234,108,771,108
10235,521,38,521
10236,491,155,155
10237,475,91,475
10238,364,657,657
10239,294,781,781
10240,111,432,432
10241,526,109,109
10242,318,624,624
10243,119,375,119
10244,719,535,535
10245,714,344,714
10246,392,274,274
10247,20,114,20
10248,114,512,114
10249,241,262,262
10250,117,241,241
10251,778,286,778
10252,173,715,715
10253,665,617,617
10254,289,108,108
10255,378,630,630
10256,220,666,666
10257,671,88,671
10258,390,270,270
10259,239,751,751
10260,707,500,707
10261,130,736,130
10262,464,616,616
10263,777,352,777
10264,85,162,85
10265,459,146,146
10266,524,452,524
10267,645,447,645
10268,558,521,521
10269,510,651,651
10270,411,82,82
10271,640,571,571
10272,448,210,448
10273,343,713,713
10274,347,195,347
10275,392,80,80
10276,116,730,116
10277,212,286,286
10278,42,380,380
10279,388,111,388
10280,522,496,522
10281,757,577,757
10282,518,417,518
10283,624,185,185
10284,1,346,1
10285,215,800,800
10286,502,36,502
10287,19,239,19
10288,77,374,77
10289,582,523,582
10290,515,798,798
10291,94,191,94
10292,563,31,31
10293,446,560,446
10294,164,80,164
10295,151,666,151
10296,729,514,729
10297,392,97,392
10298,310,216,216
10299,72,478,72
10300,27,582,582
10301,287,26,26
10302,371,65,65
10303,636,695,695
10304,733,491,491
10305,555,631,631
10306,498,293,498
10307,209,699,699
10308,255,342,342
10309,609,38,38
10310,567,492,567
10311,608,179,608
10312,358,130,130
10313,26,641,26
10314,728,222,728
10315,512,15,15
10316,174,182,174
10317,396,160,160
10318,485,764,764
10319,569,646,646
10320,213,716,716
10321,130,35,130
10322,268,458,268
10323,529,420,420
10324,193,706,706
10325,128,733,128
10326,616,679,679
10327,348,74,348
10328,292,276,276
10329,468,306,306
10330,44,233,44
10331,566,391,566
10332,646,336,336
10333,669,72,72
10334,307,49,307
10335,226,509,226
10336,488,150,488
10337,637,443,443
10338,643,672,643
10339,784,664,664
10340,50,589,589
10341,569,609,569
10342,599,387,387
10343,636,458,636
10344,769,51,51
10345,15,608,608
10346,476,368,476
10347,388,138,138
10348,780,338,338
10349,101,350,350
10350,553,665,553
10351,277,562,562
10352,602,795,795
10353,344,248,248
10354,213,79,79
10355,612,514,612
10356,530,255,255
10357,161,682,682
10358,682,525,682
10359,260,780,260
10360,240,8,8
10361,677,642,677
10362,662,92,92
10363,637,561,637
10364,276,565,276
10365,345,471,345
10366,517,459,517
10367,67,224,67
10368,596,373,596
10369,653,349,349
10370,759,496,496
10371,310,412,412
10372,636,36,36
10373,560,142,142
10374,754,185,185
10375,41,38,38
10376,19,294,19
10377,755,647,647
10378,234,667,234
10379,150,135,135
10380,115,240,115
10381,646,310,646
10382,554,250,554
10383,18,444,444
10384,226,512,512
10385,211,359,359
10386,571,250,250
10387,641,573,573
10388,399,295,295
10389,13,314,314
10390,85,367,85
10391,717,32,717
10392,799,6,6
10393,62,577,62
10394,628,57,57
10395,142,528,528
10396,391,411,391
10397,371,760,371
10398,310,741,741
10399,321,579,579
10400,693,399,693
10401,83,314,314
10402,699,458,699
10403,77,86,77
10404,303,521,521
10405,165,615,165
10406,325,362,362
10407,182,497,497
10408,420,434,420
10409,214,746,214
10410,722,487,487
10411,273,374,273
10412,397,540,540
10413,495,553,553
10414,753,465,465
10415,496,418,496
10416,551,296,551
10417,396,514,514
10418,374,621,621
10419,348,204,204
10420,596,515,596
10421,34,526,526
10422,21,392,392
10423,311,522,522
10424,573,21,573
10425,86,206,206
10426,768,724,724
10427,498,107,498
10428,192,748,748
10429,757,361,361
10430,426,436,426
10431,673,354,673
10432,537,720,537
10433,611,143,611
10434,56,53,53
10435,107,129,129
10436,291,316,316
10437,625,446,446
10438,475,223,223
10439,611,731,611
10440,448,793,793
10441,676,3,3
10442,155,138,155
10443,342,47,342
10444,421,602,421
10445,430,480,430
10446,30,133,133
10447,524,27,524
10448,131,567,131
10449,731,762,731
10450,182,261,261
10451,297,449,449
10452,551,132,551
10453,357,774,357
10454,40,773,773
10455,415,287,287
10456,410,295,410
10457,64,392,392
10458,725,363,363
10459,559,431,431
10460,783,552,552
10461,502,88,502
10462,752,492,752
10463,602,591,591
10464,380,622,380
10465,162,401,162
10466,439,793,793
10467,357,374,357
10468,340,692,340
10469,20,714,20
10470,711,543,711
10471,546,57,57
10472,531,455,455
10473,742,623,623
10474,291,603,603
10475,390,389,389
10476,524,130,524
10477,684,424,424
10478,643,369,643
10479,117,775,775
10480,196,461,196
10481,348,201,348
10482,59,328,328
10483,330,34,34
